ID,marital,housing,loan,contact,y
24850,married,no,no,cellular,是
24851,married,no,no,cellular,是
24852,married,no,yes,unknown,是
24853,married,no,no,cellular,是
24854,married,yes,yes,cellular,是
24855,married,no,yes,cellular,是
24856,divorced,yes,no,cellular,是
24857,single,yes,no,cellular,是
24858,single,yes,no,unknown,是
24859,married,no,no,cellular,是
24860,divorced,no,yes,cellular,是
24861,married,no,no,cellular,是
24862,single,no,no,cellular,是
24863,divorced,no,no,cellular,是
24864,married,yes,yes,unknown,是
24865,divorced,no,no,cellular,是
24866,married,no,no,cellular,是
24867,single,yes,no,cellular,是
24868,single,yes,no,unknown,是
24869,married,no,no,cellular,是
24870,married,no,no,cellular,是
24871,married,yes,no,cellular,是
24872,single,yes,no,unknown,是
24873,married,yes,no,cellular,是
24874,married,yes,yes,cellular,是
24875,married,yes,no,cellular,是
24876,single,yes,no,cellular,是
24877,married,no,no,cellular,是
24878,divorced,no,no,cellular,是
24879,married,yes,no,cellular,是
24880,married,no,no,unknown,是
24881,married,no,no,cellular,是
24882,single,no,no,cellular,是
24883,married,no,no,telephone,是
24884,single,no,no,cellular,是
24885,single,yes,no,cellular,是
24886,married,yes,no,cellular,是
24887,married,yes,no,cellular,是
24888,single,yes,no,cellular,是
24889,married,yes,yes,cellular,是
24890,married,yes,yes,unknown,是
24891,single,yes,no,cellular,是
24892,married,no,no,unknown,是
24893,single,yes,no,cellular,是
24894,single,no,no,cellular,是
24895,married,no,no,cellular,是
24896,married,no,no,unknown,是
24897,single,no,no,cellular,是
24898,single,no,no,cellular,是
24899,single,yes,no,cellular,是
24900,married,yes,no,cellular,是
24901,single,yes,no,cellular,是
24902,single,no,no,cellular,是
24903,married,yes,no,cellular,是
24904,single,yes,yes,unknown,是
24905,single,yes,no,unknown,是
24906,single,no,no,cellular,是
24907,married,yes,no,cellular,是
24908,divorced,no,no,cellular,是
24909,married,no,no,cellular,是
24910,married,yes,no,cellular,是
24911,single,no,no,cellular,是
24912,married,yes,no,cellular,是
24913,single,no,yes,cellular,是
24914,single,no,no,cellular,是
24915,single,no,no,cellular,是
24916,married,yes,no,unknown,是
24917,married,no,no,unknown,是
24918,married,yes,yes,cellular,是
24919,married,yes,yes,unknown,是
24920,married,yes,no,cellular,是
24921,single,no,no,cellular,是
24922,single,no,yes,unknown,是
24923,married,no,yes,telephone,是
24924,divorced,yes,no,cellular,是
24925,married,yes,no,cellular,是
24926,single,yes,no,cellular,是
24927,married,no,no,cellular,是
24928,married,no,no,telephone,是
24929,single,yes,no,cellular,是
24930,married,no,no,cellular,是
24931,single,no,no,cellular,是
24932,divorced,no,no,cellular,是
24933,married,no,no,cellular,是
24934,single,no,no,cellular,是
24935,married,no,no,cellular,是
24936,divorced,yes,no,cellular,是
24937,married,no,no,cellular,是
24938,single,yes,no,cellular,是
24939,married,no,no,cellular,是
24940,married,yes,no,cellular,是
24941,married,no,no,cellular,是
24942,single,yes,no,cellular,是
24943,divorced,no,no,cellular,是
24944,married,no,no,cellular,是
24945,married,no,no,cellular,是
24946,married,no,no,cellular,是
24947,single,yes,no,unknown,是
24948,single,no,no,telephone,是
24949,married,no,no,cellular,是
24950,married,no,no,cellular,是
24951,married,yes,no,cellular,是
24952,single,yes,no,cellular,是
24953,divorced,yes,no,unknown,是
24954,single,no,no,cellular,是
24955,divorced,yes,no,unknown,是
24956,divorced,yes,no,cellular,是
24957,married,no,no,cellular,是
24958,single,yes,no,cellular,是
24959,single,no,no,cellular,是
24960,single,no,no,telephone,是
24961,divorced,no,no,cellular,是
24962,married,no,no,cellular,是
24963,married,no,no,cellular,是
24964,divorced,no,no,cellular,是
24965,single,no,no,cellular,是
24966,single,no,no,cellular,是
24967,married,no,no,cellular,是
24968,married,no,no,cellular,是
24969,married,no,no,cellular,是
24970,married,no,yes,cellular,是
24971,married,yes,no,cellular,是
24972,single,yes,no,cellular,是
24973,single,no,no,cellular,是
24974,single,no,no,cellular,是
24975,single,no,no,cellular,是
24976,single,yes,no,cellular,是
24977,married,no,no,cellular,是
24978,married,no,no,cellular,是
24979,married,no,no,cellular,是
24980,married,no,no,cellular,是
24981,single,no,no,cellular,是
24982,married,no,no,cellular,是
24983,married,no,no,cellular,是
24984,married,yes,no,cellular,是
24985,divorced,yes,no,cellular,是
24986,married,no,no,cellular,是
24987,married,no,no,cellular,是
24988,married,no,no,cellular,是
24989,married,no,no,cellular,是
24990,married,no,no,cellular,是
24991,divorced,yes,no,cellular,是
24992,married,no,no,cellular,是
24993,married,no,no,cellular,是
24994,married,no,no,cellular,是
24995,married,yes,no,cellular,是
24996,married,no,no,cellular,是
24997,married,no,no,cellular,是
24998,single,no,no,cellular,是
24999,married,yes,no,cellular,是
25000,married,no,no,cellular,是
25001,married,yes,no,cellular,是
25002,single,no,no,cellular,是
25003,divorced,no,no,cellular,是
25004,single,yes,no,unknown,是
25005,married,no,no,cellular,是
25006,divorced,no,no,unknown,是
25007,married,no,no,cellular,是
25008,married,no,no,cellular,是
25009,single,yes,yes,cellular,是
25010,married,no,no,cellular,是
25011,divorced,no,no,cellular,是
25012,married,no,no,cellular,是
25013,married,yes,no,cellular,是
25014,divorced,no,no,cellular,是
25015,divorced,no,yes,cellular,是
25016,married,no,no,telephone,是
25017,married,no,no,cellular,是
25018,divorced,yes,no,unknown,是
25019,married,yes,no,cellular,是
25020,single,yes,no,cellular,是
25021,married,no,no,cellular,是
25022,single,yes,no,cellular,是
25023,married,no,no,cellular,是
25024,married,no,no,telephone,是
25025,married,no,no,cellular,是
25026,married,yes,no,cellular,是
25027,single,no,no,cellular,是
25028,single,yes,no,cellular,是
25029,single,no,no,cellular,是
25030,married,no,no,cellular,是
25031,single,yes,no,cellular,是
25032,married,yes,no,cellular,是
25033,married,yes,no,cellular,是
25034,married,no,no,telephone,是
25035,married,no,no,cellular,是
25036,married,no,no,cellular,是
25037,married,yes,yes,cellular,是
25038,married,yes,no,cellular,是
25039,married,no,no,cellular,是
25040,single,no,no,cellular,是
25041,single,no,no,cellular,是
25042,divorced,no,no,cellular,是
25043,married,yes,yes,cellular,是
25044,married,no,no,cellular,是
25045,married,no,no,cellular,是
25046,single,no,no,cellular,是
25047,single,yes,no,cellular,是
25048,married,yes,no,cellular,是
25049,married,yes,no,cellular,是
25050,married,yes,no,cellular,是
25051,single,yes,no,cellular,是
25052,single,yes,no,cellular,是
25053,married,no,no,cellular,是
25054,married,no,no,telephone,是
25055,married,no,no,cellular,是
25056,single,no,no,cellular,是
25057,married,no,no,cellular,是
25058,married,yes,no,cellular,是
25059,single,no,no,telephone,是
25060,single,no,no,cellular,是
25061,married,yes,no,unknown,是
25062,single,yes,no,cellular,是
25063,married,no,no,cellular,是
25064,single,yes,no,cellular,是
25065,married,no,no,cellular,是
25066,divorced,no,no,telephone,是
25067,married,no,no,cellular,是
25068,married,yes,no,cellular,是
25069,married,no,no,cellular,是
25070,single,yes,yes,cellular,是
25071,married,no,no,cellular,是
25072,married,no,yes,unknown,是
25073,single,no,no,cellular,是
25074,married,no,no,cellular,是
25075,married,no,no,cellular,是
25076,single,no,no,cellular,是
25077,married,no,no,cellular,是
25078,married,no,no,telephone,是
25079,single,no,no,cellular,是
25080,married,no,no,cellular,是
25081,single,no,no,cellular,是
25082,married,no,no,cellular,是
25083,married,yes,no,cellular,是
25084,married,no,no,cellular,是
25085,single,no,no,cellular,是
25086,single,no,no,cellular,是
25087,divorced,no,no,telephone,是
25088,single,no,no,cellular,是
25089,married,yes,no,cellular,是
25090,single,yes,no,cellular,是
25091,married,yes,yes,cellular,是
25092,single,yes,no,cellular,是
25093,married,no,no,cellular,是
25094,married,yes,no,cellular,是
25095,single,yes,no,cellular,是
25096,married,no,no,cellular,是
25097,married,no,no,cellular,是
25098,married,no,no,cellular,是
25099,single,no,no,cellular,是
25100,single,no,no,cellular,是
25101,married,yes,no,unknown,是
25102,single,no,no,cellular,是
25103,single,no,no,cellular,是
25104,single,no,no,cellular,是
25105,married,yes,no,cellular,是
25106,single,yes,yes,cellular,是
25107,divorced,yes,no,cellular,是
25108,divorced,yes,no,cellular,是
25109,married,yes,no,cellular,是
25110,married,no,no,cellular,是
25111,single,yes,no,cellular,是
25112,married,no,no,cellular,是
25113,married,yes,no,cellular,是
25114,single,no,no,cellular,是
25115,single,no,no,cellular,是
25116,divorced,no,no,cellular,是
25117,married,no,no,cellular,是
25118,married,yes,no,cellular,是
25119,single,no,no,cellular,是
25120,married,no,yes,cellular,是
25121,married,no,yes,cellular,是
25122,divorced,yes,no,cellular,是
25123,single,no,no,cellular,是
25124,married,yes,no,cellular,是
25125,single,no,no,cellular,是
25126,single,no,no,cellular,是
25127,married,no,no,telephone,是
25128,married,yes,no,cellular,是
25129,single,no,no,cellular,是
25130,married,no,no,cellular,是
25131,married,no,no,cellular,是
25132,divorced,yes,no,cellular,是
25133,married,no,yes,cellular,是
25134,divorced,yes,no,cellular,是
25135,married,no,no,cellular,是
25136,married,yes,no,cellular,是
25137,single,yes,no,unknown,是
25138,single,yes,no,unknown,是
25139,married,no,no,cellular,是
25140,divorced,yes,no,cellular,是
25141,married,no,no,cellular,是
25142,single,no,no,cellular,是
25143,married,no,no,cellular,是
25144,married,yes,no,cellular,是
25145,single,no,no,cellular,是
25146,single,yes,no,cellular,是
25147,single,no,yes,cellular,是
25148,married,yes,no,cellular,是
25149,married,no,no,telephone,是
25150,married,yes,no,cellular,是
25151,single,yes,no,cellular,是
25152,single,no,no,cellular,是
25153,married,no,no,cellular,是
25154,single,yes,no,cellular,是
25155,single,yes,no,cellular,是
25156,married,no,no,cellular,是
25157,single,no,no,unknown,是
25158,single,no,no,cellular,是
25159,single,no,no,unknown,是
25160,divorced,yes,no,cellular,是
25161,married,no,no,cellular,是
25162,married,no,no,cellular,是
25163,married,no,no,cellular,是
25164,married,yes,no,cellular,是
25165,single,no,yes,cellular,是
25166,single,no,no,cellular,是
25167,single,no,no,telephone,是
25168,married,no,no,cellular,是
25169,divorced,yes,no,cellular,是
25170,married,no,no,cellular,是
25171,married,no,no,cellular,是
25172,married,no,no,cellular,是
25173,single,yes,no,cellular,是
25174,divorced,no,no,cellular,是
25175,single,no,no,cellular,是
25176,single,no,no,cellular,是
25177,married,no,no,cellular,是
25178,married,no,no,cellular,是
25179,single,yes,no,cellular,是
25180,married,no,no,cellular,是
25181,divorced,no,no,cellular,是
25182,single,no,no,cellular,是
25183,married,no,no,telephone,是
25184,single,no,no,cellular,是
25185,single,no,no,cellular,是
25186,married,yes,no,cellular,是
25187,married,no,no,cellular,是
25188,single,no,no,cellular,是
25189,divorced,yes,no,unknown,是
25190,married,no,no,unknown,是
25191,married,no,no,telephone,是
25192,single,yes,no,cellular,是
25193,single,yes,no,cellular,是
25194,single,yes,no,cellular,是
25195,single,yes,no,cellular,是
25196,married,no,no,cellular,是
25197,married,no,no,cellular,是
25198,married,yes,no,cellular,是
25199,married,no,no,cellular,是
25200,single,no,no,telephone,是
25201,divorced,yes,no,cellular,是
25202,single,no,no,cellular,是
25203,married,no,no,telephone,是
25204,divorced,no,no,cellular,是
25205,married,yes,yes,cellular,是
25206,married,no,no,cellular,是
25207,single,yes,no,cellular,是
25208,divorced,no,no,unknown,是
25209,married,no,no,cellular,是
25210,married,yes,no,unknown,是
25211,single,no,no,cellular,是
25212,divorced,no,no,telephone,是
25213,married,no,no,cellular,是
25214,single,yes,no,unknown,是
25215,married,yes,no,cellular,是
25216,single,no,no,cellular,是
25217,single,no,no,telephone,是
25218,married,no,no,unknown,是
25219,single,no,no,cellular,是
25220,single,yes,no,cellular,是
25221,married,no,no,cellular,是
25222,divorced,yes,no,cellular,是
25223,married,no,yes,unknown,是
25224,single,no,no,cellular,是
25225,married,yes,no,cellular,是
25226,married,yes,no,unknown,是
25227,married,no,no,cellular,是
25228,single,yes,no,unknown,是
25229,married,yes,no,cellular,是
25230,married,no,no,cellular,是
25231,married,no,no,cellular,是
25232,married,no,no,cellular,是
25233,married,no,no,cellular,是
25234,single,yes,no,cellular,是
25235,single,yes,no,cellular,是
25236,single,no,yes,cellular,是
25237,single,no,yes,unknown,是
25238,divorced,yes,no,unknown,是
25239,divorced,yes,no,cellular,是
25240,married,yes,no,cellular,是
25241,married,no,yes,unknown,是
25242,married,no,no,cellular,是
25243,single,no,no,telephone,是
25244,married,no,no,unknown,是
25245,single,yes,no,telephone,是
25246,divorced,no,no,cellular,是
25247,single,yes,no,cellular,是
25248,single,yes,no,cellular,是
25249,divorced,yes,no,unknown,是
25250,single,yes,no,cellular,是
25251,married,no,no,telephone,是
25252,married,no,no,cellular,是
25253,married,no,no,cellular,是
25254,single,yes,no,unknown,是
25255,divorced,no,no,unknown,是
25256,single,yes,no,unknown,是
25257,single,no,no,cellular,是
25258,married,yes,no,cellular,是
25259,single,yes,no,cellular,是
25260,married,no,no,telephone,是
25261,married,no,no,cellular,是
25262,single,no,no,cellular,是
25263,married,no,no,cellular,是
25264,single,no,no,cellular,是
25265,divorced,no,no,telephone,是
25266,single,no,no,cellular,是
25267,married,yes,no,cellular,是
25268,single,no,no,cellular,是
25269,married,yes,no,cellular,是
25270,divorced,no,no,cellular,是
25271,married,yes,no,unknown,是
25272,single,no,no,cellular,是
25273,married,no,no,cellular,是
25274,married,yes,no,unknown,是
25275,divorced,no,yes,cellular,是
